13	-162 68 -161 69
13	-152 62 -151 63
13	-145 -17 -144 -16
13	-141 -10 -140 -9
13	-141 67 -140 68
13	-140 59 -139 60
13	-139 69 -138 70
13	-136 68 -135 69
13	-135 63 -134 64
13	-127 58 -126 59
13	-117 55 -116 56
13	-116 56 -115 57
13	-115 27 -114 28
13	-114 41 -113 42
13	-113 29 -112 30
13	-112 51 -111 52
13	-105 26 -104 27
13	-97 54 -96 55
13	-94 75 -93 76
13	-79 58 -78 59
13	-78 6 -77 7
13	-77 -3 -76 -2
13	-75 -44 -74 -43
13	-75 23 -74 24
13	-75 68 -74 69
13	-74 -55 -73 -54
13	-74 -3 -73 -2
13	-74 1 -73 2
13	-73 -11 -72 -10
13	-73 -9 -72 -8
13	-72 -8 -71 -7
13	-71 -47 -70 -46
13	-71 -10 -70 -9
13	-71 0 -70 1
13	-70 -46 -69 -45
13	-70 -40 -69 -39
13	-70 2 -69 3
13	-70 7 -69 8
13	-69 -13 -68 -12
13	-69 7 -68 8
13	-68 66 -67 67
13	-67 -10 -66 -9
13	-67 7 -66 8
13	-64 -31 -63 -30
13	-64 -14 -63 -13
13	-62 -10 -61 -9
13	-61 -53 -60 -52
13	-61 -25 -60 -24
13	-61 -24 -60 -23
13	-58 -21 -57 -20
13	-57 -12 -56 -11
13	-57 -2 -56 -1
13	-55 -12 -54 -11
13	-53 -21 -52 -20
13	-52 -10 -51 -9
13	-51 -32 -50 -31
13	-51 -4 -50 -3
13	-51 1 -50 2
13	-51 64 -50 65
13	-47 -3 -46 -2
13	-18 20 -17 21
13	-17 21 -16 22
13	-13 22 -12 23
13	-6 -16 -5 -15
13	-6 29 -5 30
13	-2 16 -1 17
13	-1 32 0 33
13	3 15 4 16
13	5 32 6 33
13	8 -1 9 0
13	9 31 10 32
13	10 14 11 15
13	11 -4 12 -3
13	11 34 12 35
13	13 -14 14 -13
13	13 -1 14 0
13	15 -25 16 -24
13	15 -23 16 -22
13	15 -1 16 0
13	16 -18 17 -17
13	17 -3 18 -2
13	17 3 18 4
13	18 -13 19 -12
13	18 -7 19 -6
13	19 -4 20 -3
13	19 3 20 4
13	21 -20 22 -19
13	23 -26 24 -25
13	24 -9 25 -8
13	25 3 26 4
13	25 34 26 35
13	28 22 29 23
13	29 44 30 45
13	30 -9 31 -8
13	30 45 31 46
13	32 -24 33 -23
13	35 42 36 43
13	37 2 38 3
13	38 23 39 24
13	40 20 41 21
13	41 0 42 1
13	42 6 43 7
13	42 19 43 20
13	42 25 43 26
13	42 35 43 36
13	42 65 43 66
13	43 63 44 64
13	45 12 46 13
13	47 62 48 63
13	48 7 49 8
13	49 15 50 16
13	49 46 50 47
13	50 10 51 11
13	53 26 54 27
13	53 60 54 61
13	56 70 57 71
13	57 48 58 49
13	58 33 59 34
13	58 64 59 65
13	59 63 60 64
13	60 62 61 63
13	61 61 62 62
13	61 69 62 70
13	66 44 67 45
13	68 24 69 25
13	69 50 70 51
13	72 28 73 29
13	72 59 73 60
13	72 62 73 63
13	75 60 76 61
13	75 64 76 65
13	76 -70 77 -69
13	76 36 77 37
13	76 53 77 54
13	77 44 78 45
13	77 46 78 47
13	77 63 78 64
13	78 36 79 37
13	78 46 79 47
13	78 50 79 51
13	80 58 81 59
13	81 61 82 62
13	82 41 83 42
13	82 44 83 45
13	82 57 83 58
13	85 44 86 45
13	88 48 89 49
13	93 30 94 31
13	95 32 96 33
13	96 -13 97 -12
13	96 30 97 31
13	96 53 97 54
13	97 33 98 34
13	97 39 98 40
13	97 50 98 51
13	98 -2 99 -1
13	98 32 99 33
13	98 58 99 59
13	99 38 100 39
13	99 79 100 80
13	100 58 101 59
13	102 56 103 57
13	103 50 104 51
13	103 56 104 57
13	105 55 106 56
13	107 56 108 57
13	109 20 110 21
13	110 41 111 42
13	110 52 111 53
13	110 56 111 57
13	113 -25 114 -24
13	114 -5 115 -4
13	115 -29 116 -28
13	115 42 116 43
13	116 -22 117 -21
13	117 7 118 8
13	118 49 119 50
13	119 43 120 44
13	121 27 122 28
13	121 53 122 54
13	122 -35 123 -34
13	123 43 124 44
13	123 44 124 45
13	123 45 124 46
13	124 -2 125 -1
13	124 69 125 70
13	125 -30 126 -29
13	126 46 127 47
13	126 48 127 49
13	126 51 127 52
13	128 -17 129 -16
13	128 -1 129 0
13	129 29 130 30
13	130 50 131 51
13	131 46 132 47
13	133 51 134 52
13	134 67 135 68
13	135 -5 136 -4
13	136 -32 137 -31
13	136 -14 137 -13
13	137 -28 138 -27
13	138 -2 139 -1
13	140 -8 141 -7
13	140 60 141 61
13	141 -34 142 -33
13	141 -4 142 -3
13	141 53 142 54
13	141 70 142 71
13	142 60 143 61
13	143 -41 144 -40
13	144 49 145 50
13	145 -29 146 -28
13	146 -23 147 -22
13	148 -27 149 -26
13	148 -10 149 -9
13	148 59 149 60
13	150 62 151 63
13	151 65 152 66
13	152 68 153 69
13	160 54 161 55
13	161 67 162 68
13	164 61 165 62
13	167 -22 168 -21
13	168 69 169 70
13	179 67 180 68
14	-177 51 -176 52
14	-174 -19 -173 -18
14	-174 64 -173 65
14	-173 65 -172 66
14	-158 70 -157 71
14	-152 69 -151 70
14	-135 68 -134 69
14	-133 69 -132 70
14	-119 32 -118 33
14	-118 64 -117 65
14	-113 28 -112 29
14	-105 28 -104 29
14	-105 49 -104 50
14	-105 51 -104 52
14	-98 15 -97 16
14	-98 23 -97 24
14	-89 55 -88 56
14	-80 68 -79 69
14	-80 82 -79 83
14	-78 53 -77 54
14	-75 -54 -74 -53
14	-72 -11 -71 -10
14	-72 -5 -71 -4
14	-70 -25 -69 -24
14	-70 -11 -69 -10
14	-69 -36 -68 -35
14	-69 -5 -68 -4
14	-69 1 -68 2
14	-69 3 -68 4
14	-68 -38 -67 -37
14	-68 -27 -67 -26
14	-68 3 -67 4
14	-66 -40 -65 -39
14	-66 8 -65 9
14	-65 7 -64 8
14	-63 -31 -62 -30
14	-62 -29 -61 -28
14	-62 9 -61 10
14	-59 -37 -58 -36
14	-59 -10 -58 -9
14	-59 -8 -58 -7
14	-57 -11 -56 -10
14	-56 -15 -55 -14
14	-55 -5 -54 -4
14	-55 46 -54 47
14	-53 -14 -52 -13
14	-53 68 -52 69
14	-51 -13 -50 -12
14	-26 16 -25 17
14	-18 64 -17 65
14	-17 18 -16 19
14	-12 27 -11 28
14	-11 5 -10 6
14	0 17 1 18
14	1 34 2 35
14	7 37 8 38
14	11 -2 12 -1
14	13 -11 14 -10
14	15 8 16 9
14	16 2 17 3
14	17 -33 18 -32
14	17 -9 18 -8
14	17 -8 18 -7
14	19 -30 20 -29
14	19 2 20 3
14	20 -8 21 -7
14	21 -15 22 -14
14	22 1 23 2
14	23 -6 24 -5
14	24 -8 25 -7
14	25 7 26 8
14	25 29 26 30
14	28 1 29 2
14	29 25 30 26
14	37 3 38 4
14	37 67 38 68
14	39 65 40 66
14	42 4 43 5
14	42 13 43 14
14	45 24 46 25
14	45 27 46 28
14	46 63 47 64
14	48 62 49 63
14	48 64 49 65
14	51 50 52 51
14	52 33 53 34
14	52 71 53 72
14	52 72 53 73
14	53 16 54 17
14	53 31 54 32
14	54 12 55 13
14	54 39 55 40
14	54 66 55 67
14	56 29 57 30
14	58 60 59 61
14	58 61 59 62
14	60 27 61 28
14	61 62 62 63
14	64 66 65 67
14	65 26 66 27
14	65 37 66 38
14	69 62 70 63
14	70 29 71 30
14	70 31 71 32
14	71 58 72 59
14	73 5 74 6
14	75 37 76 38
14	75 65 76 66
14	81 31 82 32
14	81 58 82 59
14	82 70 83 71
14	84 58 85 59
14	84 70 85 71
14	88 51 89 52
14	89 42 90 43
14	95 54 96 55
14	95 58 96 59
14	96 52 97 53
14	97 31 98 32
14	97 47 98 48
14	99 -2 100 -1
14	103 37 104 38
14	104 65 105 66
14	106 54 107 55
14	108 19 109 20
14	109 56 110 57
14	111 51 112 52
14	112 41 113 42
14	113 21 114 22
14	114 -34 115 -33
14	116 42 117 43
14	116 48 117 49
14	117 50 118 51
14	118 -25 119 -24
